id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price,age,price_per_sqrt,swimming_ful,garden
38299,Hinjewadi,3270,2,3,2007,Yes,3215375,18,983.295107,No,No
38300,Koregaon Park,2975,5,2,1997,Yes,3881540,28,1304.719328,No,No
38301,Hinjewadi,1444,4,1,2001,Yes,3514208,24,2433.66205,No,No
38302,Viman Nagar,2407,3,2,1993,No,7689362,32,3194.583299,No,Yes
38303,Hinjewadi,2473,5,1,1980,Yes,7425198,45,3002.506268,No,Yes
38304,Viman Nagar,1812,2,3,2021,No,5219248,4,2880.379691,No,Yes
38305,Hinjewadi,1862,4,2,2018,No,7917272,7,4252.025779,No,Yes
38306,Viman Nagar,2203,2,3,2004,Yes,10519736,21,4775.186564,Yes,Yes
38307,Pimpri-Chinchwad,3000,2,1,2006,No,7575479,19,2525.159667,No,Yes
38308,Pimpri-Chinchwad,1857,3,2,2002,Yes,10835135,23,5834.752289,Yes,Yes
38309,Pimpri-Chinchwad,2030,5,1,2007,No,2546601,18,1254.483251,No,No
38310,Pimpri-Chinchwad,2007,1,3,2016,Yes,4313485,9,2149.220229,No,No
38311,Pimpri-Chinchwad,2672,2,3,1981,No,5601729,44,2096.455464,No,Yes
38312,Kalyani Nagar,1333,3,3,2022,No,13509749,3,10134.84546,Yes,Yes
38313,Hinjewadi,2190,5,3,1983,Yes,13731962,42,6270.302283,Yes,Yes
38314,Pimpri-Chinchwad,2703,1,1,1983,No,8425037,42,3116.920829,No,Yes
38315,Kalyani Nagar,2880,4,1,2000,Yes,12132162,25,4212.55625,Yes,Yes
38316,Kalyani Nagar,2789,4,2,2000,No,12833707,25,4601.544281,Yes,Yes
38317,Hinjewadi,1725,2,3,1982,No,6505171,43,3771.113623,No,Yes
38318,Hinjewadi,1886,2,3,1988,Yes,11433886,37,6062.505832,Yes,Yes
38319,Viman Nagar,3298,3,3,2009,No,8098766,16,2455.659794,No,Yes
38320,Viman Nagar,2077,1,1,2003,Yes,7197138,22,3465.160327,No,Yes
38321,Pimpri-Chinchwad,2859,2,2,1998,Yes,5647216,27,1975.241693,No,Yes
38322,Koregaon Park,1705,2,1,2003,Yes,3071349,22,1801.377713,No,No
38323,Viman Nagar,2975,4,3,2009,No,5990957,16,2013.767059,No,Yes
38324,Koregaon Park,2499,1,1,2021,Yes,13942505,4,5579.233693,Yes,Yes
38325,Viman Nagar,2775,3,3,2017,No,3794430,8,1367.362162,No,No
38326,Kalyani Nagar,1957,1,3,1998,Yes,12269930,27,6269.764946,Yes,Yes
38327,Kalyani Nagar,3264,2,2,2015,Yes,14065878,10,4309.398897,Yes,Yes
38328,Kalyani Nagar,1641,2,2,2007,No,2312175,18,1409.003656,No,No
38329,Koregaon Park,2014,2,1,1987,Yes,6345492,38,3150.691162,No,Yes
38330,Pimpri-Chinchwad,1337,1,1,2004,Yes,12155527,21,9091.643231,Yes,Yes
38331,Viman Nagar,2351,2,2,2004,No,10538562,21,4482.586984,Yes,Yes
38332,Viman Nagar,823,5,3,2007,No,7041666,18,8556.094775,No,Yes
38333,Koregaon Park,3432,5,3,1992,Yes,4012455,33,1169.130245,No,No
38334,Kalyani Nagar,1208,2,2,2021,Yes,5254164,4,4349.47351,No,Yes
38335,Pimpri-Chinchwad,3339,4,1,1990,Yes,3260327,35,976.4381551,No,No
38336,Viman Nagar,1078,1,2,1995,No,4835409,30,4485.537106,No,No
38337,Pimpri-Chinchwad,1634,3,3,1994,No,5221649,31,3195.623623,No,Yes
38338,Pimpri-Chinchwad,1343,1,3,2019,No,8728397,6,6499.178704,No,Yes
38339,Hinjewadi,1513,1,2,1995,No,10464975,30,6916.705221,Yes,Yes
38340,Pimpri-Chinchwad,2382,2,3,2019,Yes,6816275,6,2861.576406,No,Yes
38341,Hinjewadi,3010,5,1,2004,Yes,4029677,21,1338.763123,No,No
38342,Koregaon Park,1013,3,1,1983,Yes,10556374,42,10420.90227,Yes,Yes
38343,Kalyani Nagar,824,1,2,1998,Yes,12719523,27,15436.31432,Yes,Yes
38344,Hinjewadi,3285,3,1,1981,No,2795253,44,850.9141553,No,No
38345,Pimpri-Chinchwad,1774,3,3,2023,Yes,8308435,2,4683.447012,No,Yes
38346,Kalyani Nagar,1534,4,2,2018,No,11913254,7,7766.136897,Yes,Yes
38347,Pimpri-Chinchwad,1261,5,2,2019,Yes,5571796,6,4418.553529,No,Yes
38348,Pimpri-Chinchwad,2215,4,3,1991,Yes,8639717,34,3900.549436,No,Yes
38349,Hinjewadi,2302,5,3,1992,No,8676503,33,3769.115117,No,Yes
38350,Koregaon Park,1156,2,1,1984,Yes,13098245,41,11330.66176,Yes,Yes
38351,Pimpri-Chinchwad,1054,2,3,2007,Yes,2983263,18,2830.420304,No,No
38352,Hinjewadi,1698,2,2,2001,No,4275003,24,2517.669611,No,No
38353,Pimpri-Chinchwad,1664,3,2,2016,Yes,4432549,9,2663.791466,No,No
38354,Kalyani Nagar,1195,3,1,2000,No,9205686,25,7703.502929,No,Yes
38355,Koregaon Park,1919,5,3,1987,No,6763365,38,3524.421574,No,Yes
38356,Pimpri-Chinchwad,3252,1,3,1985,Yes,7409259,40,2278.369926,No,Yes
38357,Koregaon Park,1034,5,3,2015,No,8354931,10,8080.204062,No,Yes
38358,Koregaon Park,3484,4,2,1997,Yes,8001520,28,2296.647532,No,Yes
38359,Kalyani Nagar,1565,4,3,2007,Yes,5080561,18,3246.364856,No,Yes
38360,Kalyani Nagar,3177,4,3,1998,Yes,5976988,27,1881.330815,No,Yes
38361,Viman Nagar,3273,4,3,1998,Yes,7551307,27,2307.151543,No,Yes
38362,Koregaon Park,3160,3,2,2007,No,9877938,18,3125.929747,No,Yes
38363,Pimpri-Chinchwad,1529,4,1,1997,Yes,3820876,28,2498.937868,No,No
38364,Kalyani Nagar,2028,3,2,1993,No,6704745,32,3306.087278,No,Yes
38365,Pimpri-Chinchwad,1640,1,3,2013,No,4703033,12,2867.703049,No,No
38366,Koregaon Park,2174,3,1,1991,Yes,6350597,34,2921.157774,No,Yes
38367,Kalyani Nagar,2263,3,1,1987,Yes,9899842,38,4374.653999,No,Yes
38368,Viman Nagar,2987,3,3,1983,No,4623945,42,1548.0231,No,No
38369,Koregaon Park,3415,5,1,2013,No,13449723,12,3938.425476,Yes,Yes
38370,Pimpri-Chinchwad,2496,4,3,2012,Yes,2682767,13,1074.826522,No,No
38371,Viman Nagar,1201,1,3,2008,No,6790195,17,5653.784346,No,Yes
38372,Koregaon Park,3400,2,1,1991,No,3354809,34,986.7085294,No,No
38373,Kalyani Nagar,1035,5,1,2008,No,6769777,17,6540.847343,No,Yes
38374,Koregaon Park,1195,1,3,2014,Yes,3417050,11,2859.456067,No,No
38375,Hinjewadi,1629,4,3,2010,No,11997707,15,7365.074893,Yes,Yes
38376,Pimpri-Chinchwad,2307,5,3,1980,Yes,3082567,45,1336.179887,No,No
38377,Kalyani Nagar,2339,2,3,1989,No,14589124,36,6237.333903,Yes,Yes
38378,Kalyani Nagar,3390,5,1,1993,No,3441883,32,1015.30472,No,No
38379,Hinjewadi,1077,4,1,2016,Yes,2283138,9,2119.905292,No,No
38380,Viman Nagar,3213,5,2,2001,No,14761041,24,4594.161531,Yes,Yes
38381,Kalyani Nagar,3460,2,2,1992,No,2583645,33,746.7182081,No,No
38382,Viman Nagar,1047,3,1,1984,No,11919843,41,11384.75931,Yes,Yes
38383,Viman Nagar,2009,5,2,2020,No,14844882,5,7389.189647,Yes,Yes
38384,Viman Nagar,1597,5,1,1992,No,5084515,33,3183.791484,No,Yes
38385,Koregaon Park,3493,5,3,2002,No,7686941,23,2200.670198,No,Yes
38386,Hinjewadi,1430,2,1,1987,No,4981272,38,3483.406993,No,No
38387,Pimpri-Chinchwad,2681,4,2,2004,Yes,9088122,21,3389.825438,No,Yes
38388,Hinjewadi,849,2,1,1999,No,6769632,26,7973.65371,No,Yes
38389,Kalyani Nagar,3103,1,2,1987,No,10559271,38,3402.9233,Yes,Yes
38390,Hinjewadi,953,1,2,1984,No,8776910,41,9209.76915,No,Yes
38391,Pimpri-Chinchwad,2374,4,1,2003,No,3742431,22,1576.424179,No,No
38392,Koregaon Park,1315,4,3,1985,No,6882680,40,5233.977186,No,Yes
38393,Kalyani Nagar,2498,3,2,2004,Yes,13244769,21,5302.149319,Yes,Yes
38394,Koregaon Park,2852,4,2,1984,No,13441977,41,4713.175666,Yes,Yes
38395,Kalyani Nagar,1179,4,2,2013,No,12356782,12,10480.73113,Yes,Yes
38396,Pimpri-Chinchwad,1844,4,1,2015,Yes,10418032,10,5649.691974,Yes,Yes
38397,Koregaon Park,1384,3,3,2008,No,13583624,17,9814.757225,Yes,Yes
38398,Pimpri-Chinchwad,2985,1,1,2006,Yes,4332790,19,1451.520938,No,No
38399,Pimpri-Chinchwad,2840,3,2,2021,No,5882294,4,2071.230282,No,Yes
38400,Hinjewadi,982,3,1,2012,No,13667409,13,13917.93177,Yes,Yes
38401,Kalyani Nagar,2567,1,1,2002,No,4870683,23,1897.422283,No,No
38402,Viman Nagar,2752,1,1,1980,No,3656087,45,1328.519985,No,No
38403,Viman Nagar,1351,1,1,2010,No,5742456,15,4250.522576,No,Yes
38404,Koregaon Park,3466,1,2,1984,No,3104234,41,895.6243508,No,No
38405,Pimpri-Chinchwad,1444,1,3,1991,No,8086115,34,5599.802632,No,Yes
38406,Hinjewadi,1128,3,2,2016,No,12808116,9,11354.71277,Yes,Yes
38407,Kalyani Nagar,2544,5,1,2002,No,13212091,23,5193.431997,Yes,Yes
38408,Koregaon Park,880,2,2,2008,No,5369895,17,6102.153409,No,Yes
38409,Pimpri-Chinchwad,2426,3,2,2019,Yes,5968418,6,2460.188788,No,Yes
38410,Viman Nagar,2298,2,1,1990,No,12466778,35,5425.055701,Yes,Yes
38411,Viman Nagar,1005,5,2,2020,No,8808535,5,8764.711443,No,Yes
38412,Kalyani Nagar,2212,3,2,1980,Yes,13957301,45,6309.810579,Yes,Yes
38413,Kalyani Nagar,2083,2,1,1993,No,14655008,32,7035.529525,Yes,Yes
38414,Kalyani Nagar,3208,3,2,1997,No,12770199,28,3980.735349,Yes,Yes
38415,Koregaon Park,1510,4,1,2005,Yes,12607462,20,8349.312583,Yes,Yes
38416,Kalyani Nagar,836,2,3,1985,No,8449498,40,10107.05502,No,Yes
38417,Koregaon Park,1645,1,3,2020,Yes,7911904,5,4809.668085,No,Yes
38418,Hinjewadi,1708,4,2,2002,No,5482369,23,3209.817916,No,Yes
38419,Pimpri-Chinchwad,2192,3,2,2013,No,6985450,12,3186.792883,No,Yes
38420,Viman Nagar,2305,5,3,2005,No,13213030,20,5732.334056,Yes,Yes
38421,Koregaon Park,1218,4,2,1994,No,8773976,31,7203.592775,No,Yes
38422,Pimpri-Chinchwad,1459,1,3,2015,Yes,11672590,10,8000.404387,Yes,Yes
38423,Kalyani Nagar,1150,1,2,2002,No,14957908,23,13006.87652,Yes,Yes
38424,Viman Nagar,986,1,1,1998,No,13586430,27,13779.34077,Yes,Yes
38425,Koregaon Park,1867,2,2,2004,Yes,12452099,21,6669.576326,Yes,Yes
38426,Kalyani Nagar,1749,2,3,2004,No,11079430,21,6334.722699,Yes,Yes
38427,Pimpri-Chinchwad,2040,2,3,1990,No,4139309,35,2029.073039,No,No
38428,Hinjewadi,2966,2,3,1982,No,13219533,43,4457.023938,Yes,Yes
38429,Pimpri-Chinchwad,2201,2,2,1990,Yes,2519519,35,1144.715584,No,No
38430,Koregaon Park,985,4,3,2011,No,8427000,14,8555.329949,No,Yes
38431,Hinjewadi,1788,3,3,2013,No,5286490,12,2956.649888,No,Yes
38432,Hinjewadi,3411,2,1,2002,No,9064471,23,2657.423336,No,Yes
38433,Kalyani Nagar,1233,5,1,1996,No,12676350,29,10280.90024,Yes,Yes
38434,Pimpri-Chinchwad,3329,1,2,2022,Yes,13607315,3,4087.508261,Yes,Yes
38435,Koregaon Park,922,3,3,1998,No,8940758,27,9697.13449,No,Yes
38436,Hinjewadi,1926,4,3,1994,Yes,5635465,31,2925.994289,No,Yes
38437,Kalyani Nagar,938,1,1,1983,No,2818579,42,3004.881663,No,No
38438,Hinjewadi,2887,2,1,2022,Yes,8519367,3,2950.941115,No,Yes
38439,Pimpri-Chinchwad,3030,5,3,2005,No,14484156,20,4780.249505,Yes,Yes
38440,Viman Nagar,2379,2,2,2011,No,11102636,14,4666.934006,Yes,Yes
38441,Koregaon Park,2053,5,2,2020,No,8761594,5,4267.702874,No,Yes
38442,Viman Nagar,1739,3,1,1984,No,13355073,41,7679.742956,Yes,Yes
38443,Pimpri-Chinchwad,3216,5,3,1984,Yes,9433534,41,2933.312811,No,Yes
38444,Viman Nagar,1484,2,2,2010,Yes,14548432,15,9803.525606,Yes,Yes
38445,Pimpri-Chinchwad,1780,1,1,2015,No,8510162,10,4780.989888,No,Yes
38446,Pimpri-Chinchwad,1309,4,1,2021,No,10160135,4,7761.753247,Yes,Yes
38447,Kalyani Nagar,1502,1,3,2020,Yes,14017535,5,9332.579893,Yes,Yes
38448,Viman Nagar,1530,2,1,2011,No,12146546,14,7938.918954,Yes,Yes
38449,Hinjewadi,1569,4,3,2023,Yes,14395378,2,9174.874442,Yes,Yes
38450,Pimpri-Chinchwad,933,1,1,2013,No,9993364,12,10711.00107,No,Yes
38451,Viman Nagar,1538,1,2,2022,No,7688577,3,4999.074772,No,Yes
38452,Hinjewadi,1128,3,1,2015,Yes,12762983,10,11314.70124,Yes,Yes
38453,Koregaon Park,3123,2,3,2001,Yes,10118820,24,3240.096061,Yes,Yes
38454,Hinjewadi,3286,3,3,2012,Yes,6148544,13,1871.133293,No,Yes
38455,Viman Nagar,2684,2,1,2023,No,10214242,2,3805.604322,Yes,Yes
38456,Viman Nagar,2362,2,3,2003,No,6407955,22,2712.936071,No,Yes
38457,Hinjewadi,2848,2,3,2015,No,2711448,10,952.0533708,No,No
38458,Hinjewadi,1708,5,1,2008,Yes,14506266,17,8493.129977,Yes,Yes
38459,Pimpri-Chinchwad,864,1,1,1994,Yes,10647966,31,12324.03472,Yes,Yes
38460,Viman Nagar,3463,4,2,1988,Yes,14227810,37,4108.521513,Yes,Yes
38461,Pimpri-Chinchwad,1497,2,3,2016,No,5287182,9,3531.851703,No,Yes
38462,Pimpri-Chinchwad,3065,4,3,2009,Yes,7543115,16,2461.04894,No,Yes
38463,Koregaon Park,2533,5,1,1989,No,5151885,36,2033.906435,No,Yes
38464,Viman Nagar,3477,1,3,2011,Yes,11636915,14,3346.826287,Yes,Yes
38465,Pimpri-Chinchwad,2600,2,1,1992,No,7486292,33,2879.343077,No,Yes
38466,Koregaon Park,2455,1,1,2020,Yes,5625457,5,2291.428513,No,Yes
38467,Pimpri-Chinchwad,2006,5,1,1992,No,14051335,33,7004.653539,Yes,Yes
38468,Pimpri-Chinchwad,1475,1,3,2001,Yes,5617966,24,3808.790508,No,Yes
38469,Viman Nagar,2473,5,1,2022,Yes,5661428,3,2289.295592,No,Yes
38470,Hinjewadi,958,5,2,2011,No,12661943,14,13217.0595,Yes,Yes
38471,Hinjewadi,883,3,1,2006,No,9627222,19,10902.85617,No,Yes
38472,Viman Nagar,1784,4,1,2008,No,2003199,17,1122.869395,No,No
38473,Hinjewadi,1740,2,2,2005,No,6026540,20,3463.528736,No,Yes
38474,Kalyani Nagar,1800,4,1,1999,No,13156246,26,7309.025556,Yes,Yes
38475,Hinjewadi,2452,3,1,2018,No,6919660,7,2822.047308,No,Yes
38476,Pimpri-Chinchwad,2083,5,2,2004,Yes,7991317,21,3836.445991,No,Yes
38477,Pimpri-Chinchwad,2820,1,1,1989,Yes,6241984,36,2213.469504,No,Yes
38478,Koregaon Park,1719,3,3,2006,Yes,12971420,19,7545.910413,Yes,Yes
38479,Viman Nagar,2285,3,2,1987,Yes,14822743,38,6486.977243,Yes,Yes
38480,Koregaon Park,1255,3,2,2015,Yes,13137333,10,10467.99442,Yes,Yes
38481,Pimpri-Chinchwad,3472,3,3,2021,No,3994376,4,1150.453917,No,No
38482,Pimpri-Chinchwad,3081,5,2,1997,No,6044504,28,1961.86433,No,Yes
38483,Koregaon Park,2004,4,2,2004,Yes,6490741,21,3238.892715,No,Yes
38484,Kalyani Nagar,3325,5,1,1985,Yes,5815264,40,1748.951579,No,Yes
38485,Hinjewadi,877,2,1,1984,No,8836509,41,10075.83694,No,Yes
38486,Kalyani Nagar,2649,2,2,1986,No,5184361,39,1957.10117,No,Yes
38487,Kalyani Nagar,2033,1,3,2017,Yes,13513628,8,6647.136252,Yes,Yes
38488,Kalyani Nagar,1980,5,2,2020,Yes,8341662,5,4212.960606,No,Yes
38489,Kalyani Nagar,1595,3,3,2011,No,12838379,14,8049.140439,Yes,Yes
38490,Hinjewadi,1949,2,2,1999,No,6629824,26,3401.654182,No,Yes
38491,Viman Nagar,1041,1,1,2002,No,2687390,23,2581.54659,No,No
38492,Koregaon Park,2810,4,1,1992,Yes,6152338,33,2189.444128,No,Yes
38493,Kalyani Nagar,1091,3,1,2020,Yes,3387601,5,3105.042163,No,No
38494,Kalyani Nagar,2487,5,1,2019,No,7093973,6,2852.421793,No,Yes
38495,Koregaon Park,1054,2,2,2014,Yes,13505000,11,12813.09298,Yes,Yes
38496,Koregaon Park,1880,2,1,2019,Yes,7046311,6,3748.037766,No,Yes
38497,Viman Nagar,1783,1,2,1991,No,10977761,34,6156.904655,Yes,Yes
38498,Pimpri-Chinchwad,3148,2,1,2020,Yes,8003019,5,2542.255083,No,Yes
38499,Viman Nagar,1586,1,3,2017,Yes,13393103,8,8444.579445,Yes,Yes
38500,Pimpri-Chinchwad,3334,2,1,1987,No,13576470,38,4072.126575,Yes,Yes
38501,Hinjewadi,1448,4,2,2023,Yes,9040417,2,6243.381906,No,Yes
38502,Viman Nagar,2293,3,2,2023,No,9831859,2,4287.771042,No,Yes
38503,Hinjewadi,949,5,1,1987,Yes,11898909,38,12538.36565,Yes,Yes
38504,Koregaon Park,2518,3,2,2019,No,14091059,6,5596.131454,Yes,Yes
38505,Viman Nagar,1199,3,1,1998,No,2297051,27,1915.805671,No,No
38506,Koregaon Park,2279,2,3,1981,Yes,2039913,44,895.0912681,No,No
38507,Kalyani Nagar,2288,5,3,1997,Yes,4163209,28,1819.584353,No,No
38508,Koregaon Park,2831,5,2,2021,Yes,4756821,4,1680.261745,No,No
38509,Kalyani Nagar,1338,4,3,1999,Yes,7300544,26,5456.310912,No,Yes
38510,Pimpri-Chinchwad,1986,1,1,1986,No,13453827,39,6774.333837,Yes,Yes
38511,Kalyani Nagar,3010,5,2,1990,Yes,13455730,35,4470.342193,Yes,Yes
38512,Pimpri-Chinchwad,1901,3,2,1986,Yes,4535556,39,2385.879011,No,No
38513,Kalyani Nagar,1363,4,3,2008,Yes,4714645,17,3459.020543,No,No
38514,Kalyani Nagar,2186,2,1,1995,Yes,4527106,30,2070.954254,No,No
38515,Hinjewadi,3272,3,3,2014,Yes,9156324,11,2798.387531,No,Yes
38516,Hinjewadi,1973,4,1,1996,Yes,12679021,29,6426.265079,Yes,Yes
38517,Koregaon Park,1407,3,1,1987,Yes,2153834,38,1530.798863,No,No
38518,Hinjewadi,2298,2,1,2014,Yes,3335550,11,1451.501305,No,No
38519,Pimpri-Chinchwad,1075,5,1,2018,No,6814555,7,6339.12093,No,Yes
38520,Hinjewadi,1708,3,3,2014,No,2591881,11,1517.494731,No,No
38521,Koregaon Park,2323,5,1,1993,Yes,6899133,32,2969.923805,No,Yes
38522,Viman Nagar,2427,2,2,2001,Yes,4960028,24,2043.686856,No,No
38523,Pimpri-Chinchwad,2343,4,1,1986,Yes,13601780,39,5805.283824,Yes,Yes
38524,Viman Nagar,1300,5,2,2013,Yes,13044364,12,10034.12615,Yes,Yes
38525,Pimpri-Chinchwad,3317,2,1,1990,Yes,3911291,35,1179.16521,No,No
38526,Koregaon Park,1877,3,2,2004,Yes,13739872,21,7320.123601,Yes,Yes
38527,Hinjewadi,891,2,1,2015,Yes,13157821,10,14767.47587,Yes,Yes
38528,Viman Nagar,1711,3,2,1995,No,11757780,30,6871.876096,Yes,Yes
38529,Viman Nagar,3120,5,2,2011,No,4014332,14,1286.644872,No,No
38530,Hinjewadi,2887,5,3,1992,No,12696977,33,4397.983027,Yes,Yes
38531,Koregaon Park,3081,3,1,2008,No,8484912,17,2753.94742,No,Yes
38532,Hinjewadi,1287,1,2,2018,Yes,12087227,7,9391.784771,Yes,Yes
38533,Kalyani Nagar,3421,3,3,2015,No,11372555,10,3324.336451,Yes,Yes
38534,Kalyani Nagar,1360,5,1,1999,No,3443842,26,2532.236765,No,No
38535,Kalyani Nagar,3221,4,2,2004,No,10463916,21,3248.654455,Yes,Yes
38536,Viman Nagar,2929,3,2,1993,Yes,14992453,32,5118.625128,Yes,Yes
38537,Viman Nagar,2628,5,2,1998,Yes,6191444,27,2355.952816,No,Yes
38538,Koregaon Park,3196,2,2,1992,No,7906231,33,2473.789424,No,Yes
38539,Pimpri-Chinchwad,1838,1,3,2013,No,3246629,12,1766.392274,No,No
38540,Hinjewadi,2292,4,3,1990,Yes,3626533,35,1582.256981,No,No
38541,Pimpri-Chinchwad,2652,3,1,1985,Yes,4334194,40,1634.311463,No,No
38542,Viman Nagar,3159,3,2,2009,No,2525322,16,799.4055081,No,No
38543,Hinjewadi,2726,2,3,2006,Yes,5739897,19,2105.611519,No,Yes
38544,Viman Nagar,1938,2,1,2002,Yes,9249221,23,4772.559856,No,Yes
38545,Koregaon Park,2756,5,2,2016,Yes,6990258,9,2536.378084,No,Yes
38546,Hinjewadi,3429,3,2,2020,Yes,4445535,5,1296.452318,No,No
38547,Viman Nagar,2375,2,3,1987,No,14241255,38,5996.317895,Yes,Yes
38548,Kalyani Nagar,1389,2,3,2010,Yes,3146500,15,2265.298776,No,No
38549,Kalyani Nagar,1200,5,3,2019,No,10398239,6,8665.199167,Yes,Yes
38550,Viman Nagar,3147,5,2,1980,No,11605670,45,3687.851922,Yes,Yes
38551,Pimpri-Chinchwad,3041,4,3,2020,Yes,2231784,5,733.8980598,No,No
38552,Koregaon Park,3404,2,1,2010,No,4949599,15,1454.05376,No,No
38553,Koregaon Park,1157,1,2,1990,No,6051628,35,5230.44771,No,Yes
38554,Viman Nagar,3277,2,2,2017,No,3690520,8,1126.188587,No,No
38555,Koregaon Park,1680,3,3,2015,No,2567288,10,1528.147619,No,No
38556,Hinjewadi,1411,4,3,1984,No,2391591,41,1694.961729,No,No
38557,Koregaon Park,2902,5,1,2022,No,9493136,3,3271.239145,No,Yes
38558,Kalyani Nagar,3345,5,2,1981,No,13529279,44,4044.627504,Yes,Yes
38559,Viman Nagar,3272,4,3,1991,No,10529854,34,3218.170538,Yes,Yes
38560,Hinjewadi,2165,1,2,1998,Yes,2150996,27,993.5316397,No,No
38561,Koregaon Park,2503,5,2,1992,Yes,3130560,33,1250.723132,No,No
38562,Kalyani Nagar,1305,5,2,1986,Yes,14421830,39,11051.21073,Yes,Yes
38563,Pimpri-Chinchwad,1760,1,2,2004,No,12021027,21,6830.128977,Yes,Yes
38564,Koregaon Park,1068,4,1,2011,No,10312853,14,9656.229401,Yes,Yes
38565,Kalyani Nagar,2935,1,1,2014,No,10113007,11,3445.658262,Yes,Yes
38566,Kalyani Nagar,2680,3,1,1984,Yes,8838337,41,3297.88694,No,Yes
38567,Kalyani Nagar,2186,2,3,1989,Yes,4825968,36,2207.670631,No,No
38568,Kalyani Nagar,1275,2,3,2014,No,9650403,11,7568.943529,No,Yes
38569,Pimpri-Chinchwad,2915,4,1,1993,No,14159334,32,4857.40446,Yes,Yes
38570,Viman Nagar,1974,1,3,1982,No,6496797,43,3291.183891,No,Yes
38571,Kalyani Nagar,1552,2,1,2013,Yes,2496905,12,1608.830541,No,No
38572,Viman Nagar,1479,1,3,2009,No,10850335,16,7336.264368,Yes,Yes
38573,Pimpri-Chinchwad,2140,4,1,2002,Yes,13997487,23,6540.881776,Yes,Yes
38574,Pimpri-Chinchwad,2864,5,2,2001,No,9011489,24,3146.469623,No,Yes
38575,Hinjewadi,1341,1,3,2015,Yes,7427590,10,5538.844146,No,Yes
38576,Hinjewadi,1183,1,2,2002,Yes,12200278,23,10312.99915,Yes,Yes
38577,Kalyani Nagar,1147,2,3,2011,No,8792177,14,7665.367916,No,Yes
38578,Viman Nagar,2319,5,1,2002,Yes,11331902,23,4886.546787,Yes,Yes
38579,Pimpri-Chinchwad,2398,3,3,2018,Yes,9477159,7,3952.109675,No,Yes
38580,Koregaon Park,2300,5,1,2008,No,5666006,17,2463.48087,No,Yes
38581,Hinjewadi,2259,2,1,2015,Yes,10226565,10,4527.031873,Yes,Yes
38582,Hinjewadi,917,2,2,2001,Yes,3067972,24,3345.661941,No,No
38583,Koregaon Park,1109,3,2,2020,Yes,10581675,5,9541.63661,Yes,Yes
38584,Viman Nagar,2060,5,3,2011,Yes,2211393,14,1073.491748,No,No
38585,Viman Nagar,1509,2,2,1987,Yes,2722491,38,1804.168986,No,No
38586,Viman Nagar,2645,5,2,1995,No,9592255,30,3626.561437,No,Yes
38587,Kalyani Nagar,2079,3,3,2010,Yes,10933609,15,5259.071188,Yes,Yes
38588,Kalyani Nagar,1756,1,2,2021,Yes,3572315,4,2034.34795,No,No
38589,Koregaon Park,2635,3,1,1992,Yes,6876969,33,2609.855408,No,Yes
38590,Pimpri-Chinchwad,3360,4,1,1987,Yes,4438635,38,1321.022321,No,No
38591,Koregaon Park,930,5,1,2007,No,9292520,18,9991.956989,No,Yes
38592,Pimpri-Chinchwad,2476,4,2,2010,No,11839263,15,4781.608643,Yes,Yes
38593,Koregaon Park,938,2,2,1988,Yes,13007504,37,13867.27505,Yes,Yes
38594,Kalyani Nagar,1579,4,1,1999,No,7469454,26,4730.496517,No,Yes
38595,Viman Nagar,2417,4,1,2011,No,10868874,14,4496.844849,Yes,Yes
38596,Hinjewadi,2951,4,1,1983,No,14402203,42,4880.448323,Yes,Yes
38597,Koregaon Park,3264,5,3,2021,No,9530455,4,2919.869792,No,Yes
38598,Koregaon Park,840,2,3,1986,Yes,5237833,39,6235.515476,No,Yes
38599,Hinjewadi,1571,5,2,1998,No,3880836,27,2470.296626,No,No
38600,Koregaon Park,1027,4,3,2013,No,8061559,12,7849.619279,No,Yes
38601,Viman Nagar,2254,4,2,2006,No,12207145,19,5415.769743,Yes,Yes
38602,Hinjewadi,2955,4,3,2015,No,5446275,10,1843.071066,No,Yes
38603,Hinjewadi,1254,3,2,1992,Yes,8826564,33,7038.727273,No,Yes
38604,Viman Nagar,1704,5,3,1988,Yes,6576916,37,3859.692488,No,Yes
38605,Viman Nagar,1156,4,1,1998,Yes,8880512,27,7682.103806,No,Yes
38606,Hinjewadi,1650,2,2,1988,No,2568815,37,1556.857576,No,No
38607,Viman Nagar,2968,1,1,2005,No,5130097,20,1728.46934,No,Yes
38608,Viman Nagar,1689,3,3,1994,No,14917276,31,8832.016578,Yes,Yes
38609,Viman Nagar,1660,1,3,1993,Yes,7972633,32,4802.790964,No,Yes
38610,Hinjewadi,2149,4,3,1994,Yes,3200847,31,1489.458818,No,No
38611,Koregaon Park,2393,5,3,2016,Yes,5963486,9,2492.054325,No,Yes
38612,Pimpri-Chinchwad,2933,5,2,1995,Yes,7517995,30,2563.244119,No,Yes
38613,Hinjewadi,3269,2,1,2014,Yes,8586867,11,2626.7565,No,Yes
38614,Pimpri-Chinchwad,1720,3,1,2006,No,11042464,19,6420.037209,Yes,Yes
38615,Viman Nagar,1211,5,1,1984,No,6197893,41,5117.995871,No,Yes
38616,Viman Nagar,1637,5,1,1988,Yes,11003422,37,6721.69945,Yes,Yes
38617,Koregaon Park,2302,3,3,2003,Yes,10799758,22,4691.46742,Yes,Yes
38618,Viman Nagar,1208,1,3,2008,Yes,14402314,17,11922.44536,Yes,Yes
